"Origin","Dest","2010","2011","2012","2013","2014","five_year_avg","state_rank","growth_rate","share","lq"
250,58,613174,484043,1400382,1193698,1396046,1017468.6,65,17.89,0.04,0.22
252,58,27135074,41917250,36697792,42473879,44769665,38598732,44,10.53,0.19,1.12
263,58,10931944,7590874,12070481,19335086,21581175,14301912,49,14.57,0.23,1.33
262,58,10214658,6153787,10202561,12359884,5950332,8976244.4,67,-10.24,0.06,0.36
251,58,33385132,43132647,51074521,43478257,57033348,45620781,59,11.31,0.12,0.72
246,58,716247,1989758,6549025,5396749,8057368,4541829.4,44,62.27,0.17,1.01
288,58,2500886,605578,4917701,3043958,2619787,2737582,54,0.93,0.05,0.28
243,58,161231028,167485388,209601703,219336055,260320757,203594986.2,50,10.06,0.17,0.97
267,58,5767548,6572431,10688665,35863430,108983330,33575080.8,11,80,2.99,17.42
279,58,79866862,163637699,135343780,95469159,51610200,105185540,53,-8.36,0.2,1.15
271,58,36349272,40165969,27397057,40592242,100487768,48998461.6,43,22.55,0.41,2.38
261,58,30786046,27348344,31079532,26337584,34094700,29929241.2,45,2.06,0.22,1.26
256,58,2847404,3887499,3591481,13232857,7618219,6235492,107,21.75,0.01,0.07
275,58,12095302,21838685,26214544,28538097,36271929,24991711.4,41,24.56,0.2,1.19
270,58,70610972,87382807,105580013,168119246,148952894,116129186.4,42,16.1,0.21,1.21
258,58,11933121,8392504,8953044,8119878,16276982,10735105.8,62,6.41,0.16,0.92
264,58,65573,763904,631060,373909,817403,530369.8,54,65.63,0.08,0.48
283,58,3276052,15667187,32227940,27234481,26825502,21046232.4,31,52.28,0.25,1.43
240,58,22763,494685,356448,135280,281807,258196.6,57,65.4,0.01,0.04
282,58,100392762,153988068,209529171,286344559,312250871,212501086.2,60,25.48,0.12,0.71
274,58,871643,1552742,1874267,4170592,7704138,3234676.4,57,54.62,0.17,1.01
286,58,12213822,13670133,14987714,17854204,21802645,16105703.6,70,12.29,0.14,0.81
281,58,41913026,52887801,33874013,26503905,28771468,36790042.6,59,-7.25,0.12,0.7
249,58,20659,55155,79253,147171,74250,75297.6,54,29.16,0.01,0.03
265,58,3155015,4383083,5853161,5596794,4306536,4658917.8,62,6.42,0.08,0.44
272,58,25714315,33626461,34199537,22838091,23017113,27879103.4,10,-2.19,2.01,11.71
266,58,2445112,4620887,4238705,4054025,4301558,3932057.4,54,11.96,0.07,0.39
247,58,789382,1663999,578345,2049935,1790510,1374434.2,30,17.8,0.19,1.12
260,58,26927323,43396178,55498128,43392819,51831694,44209228.4,46,13.99,0.17,1
259,58,62728967,45150746,40603827,30443412,52592957,46303981.8,42,-3.46,0.22,1.29
278,58,1278440,1763794,1494721,2193801,1733873,1692925.8,63,6.28,0.09,0.53
289,58,64272232,61911385,57207005,65720188,88218535,67465869,33,6.54,0.57,3.32
280,58,1180094,1202216,1164256,1570066,1466759,1316678.2,53,4.45,0.17,0.97
287,58,103672670,99473775,97223438,18783606,136565425,91143782.8,52,5.67,0.17,0.98
284,58,1099217,2484754,5197223,1754985,3676617,2842559.2,32,27.31,0.18,1.05
277,58,12860034,15589084,16542414,38245780,64182828,29484028,26,37.92,0.33,1.94
255,58,4993454,6180366,5895107,6812141,9851280,6746469.6,66,14.56,0.05,0.29
254,58,32380121,15020100,24198979,19033204,11972852,20521051.2,60,-18.04,0.13,0.73
242,58,6914510,5096329,1399574,2008918,5174746,4118815.4,71,-5.63,0.1,0.55
241,58,67169570,86351338,69598563,51888765,70128771,69027401.4,27,0.87,0.37,2.15
275,105,120610,179669,47528,225511,1107459,336155.4,103,55.81,0.01,0.45
247,105,2630954,93079,93780,81286,74980,594815.8,119,-50.91,0.01,0.59
257,105,795619,495332,209643,308501,196240,401067,99,-24.42,0.02,1.16
264,105,0,0,0,0,1158340,231668,50,NA,0.12,8.57
287,105,263162,497854,157105,783802,544771,449338.8,141,15.66,0,0.05
243,105,6042876,3809736,5003779,12632467,4435965,6384964.6,147,-6,0,0.21
112,105,3565813,2910880,3062132,5677292,5324101,4108043.6,132,8.35,0.02,1.18
286,105,2372642,5561771,1152760,1769581,9377443,4046839.4,93,31.63,0.06,4.37
267,105,733746,256024,238337,133195,135774,299415.2,115,-28.64,0,0.27
262,105,590056,63584,2582664,84616,1035350,871254,96,11.9,0.01,0.78
255,105,190421,254214,17306,26785,304739,158693,139,9.86,0,0.11
256,105,676352,1590586,39490241,10782392,31811254,16870165,83,116.01,0.05,3.76
283,105,109523,165843,136483,3290261,502109,840843.8,119,35.6,0,0.34
279,105,580283,1061044,1508846,2241160,1485066,1375279.8,122,20.68,0.01,0.41
272,105,164498,904301,1016016,397805,1257581,748040.2,69,50.2,0.11,7.99
251,105,886604,2628355,6199796,4469669,1307920,3098468.8,152,8.09,0,0.21
250,105,68735,361765,76752,159827,764413,286298.4,74,61.89,0.02,1.49
261,105,1061341,1110147,881116,3450914,643668,1429437.2,137,-9.52,0,0.3
282,105,22695811,28920724,63113592,30398052,32098690,35445373.8,119,7.18,0.01,0.91
254,105,46117,8979505,1790992,162065,6780199,3551775.6,69,171.32,0.07,5.19
281,105,402545,539977,224892,344053,910616,484416.6,136,17.73,0,0.28
278,105,112013,0,9700,11500,841335,194909.6,77,49.67,0.04,3.23
269,105,41842,55873,15225,24561,20156,31531.4,126,-13.59,0,0.04
289,105,110094,970229,2228215,1980734,1669744,1391803.2,122,72.26,0.01,0.78
240,105,0,10466,0,0,57664,13626,86,NA,0,0.09
253,105,63582,119023,598412,19520,22400,164587.4,177,-18.83,0,0.02
276,105,1288877,7005006,4509609,36595371,8294555,11538683.6,97,45.12,0.03,2.15
265,105,345126,93800,55178,1091022,1031302,523285.6,90,24.47,0.02,1.32
259,105,619302,2561518,2384942,424042,311654,1260291.6,149,-12.83,0,0.1
271,105,1309005,1372965,2683221,2075328,700255,1628154.8,162,-11.76,0,0.21
239,105,10435881,14830309,25072491,10175307,2429041,12588605.8,103,-25.29,0.02,1.16
241,105,2241038,7363049,1675314,2207400,4290750,3555510.2,69,13.87,0.02,1.64
266,105,96459,6611,88876,20771,30958,48735,159,-20.33,0,0.03
284,105,155245,1295216,172493,3052109,1539962,1243005,48,58.23,0.08,5.51
260,105,348403,173742,228271,107469,749125,321402,138,16.55,0,0.18
268,105,3441537,2433387,9094717,6395983,3992708,5071666.4,124,3.02,0.01,0.98
246,105,0,5694,2235186,382303,26716,529979.8,144,NA,0,0.04
245,105,219434,205054,245686,139219,57651,173408.8,163,-23.46,0,0.03
263,105,290353,1227161,663326,1528730,1359256,1013765.2,103,36.17,0.01,1.05
258,105,2476206,1328052,3846085,2471997,3471371,2718742.2,104,6.99,0.03,2.44
273,105,2148736,1474623,637383,1166481,1436734,1372791.4,128,-7.73,0,0.33
244,105,122580,1790504,291892,240169,111325,511294,161,-1.91,0,0.12
274,105,1963701,1095928,817466,2538452,3287090,1940527.4,77,10.85,0.07,5.37
270,105,2393169,34312719,1493605,4928816,34893621,15604386,83,70.9,0.05,3.55
252,105,231734,567425,353114,547691,88417,357676.2,167,-17.53,0,0.03
248,105,8169401,6034910,2209687,6793665,4200755,5481683.6,144,-12.46,0.01,0.56
277,65,2056812,301868,4015296,990909,392024,1551381.8,92,-28.22,0,0.01
275,65,10285013,14823127,16405663,20525666,21533121,16714518,50,15.93,0.12,0.68
246,65,2560924,13719495,8452795,8366008,16142696,9848383.6,33,44.52,0.35,1.96
276,65,48927956,53919345,62279904,45501802,51388696,52403540.6,57,0.99,0.18,1.03
288,65,3183968,4742683,2167263,3599907,381322,2815028.6,77,-34.59,0.01,0.04
251,65,221111816,293245243,201675032,122910314,116208550,191030191,46,-12.07,0.25,1.41
262,65,5635513,8730497,11901880,48107901,8813226,16637803.4,65,9.36,0.09,0.51
260,65,16971309,33478449,20834802,18164617,20503855,21990606.4,62,3.85,0.07,0.38
244,65,8407746,13858169,17963406,21422783,20564368,16443294.4,40,19.59,0.31,1.73
112,65,96317442,93302676,91587181,92818069,116386491,98082371.8,57,3.86,0.35,1.99
271,65,79991521,79806862,97059515,119159878,151549554,105513466,33,13.63,0.62,3.46
243,65,295196803,318677016,293766067,334393062,339211883,316248966.2,43,2.82,0.22,1.23
287,65,41256554,59337060,55781823,48055026,51715737,51229240,59,4.62,0.06,0.36
269,65,1841485,2433094,2246627,718268,821317,1612158.2,62,-14.91,0.02,0.13
264,65,8951821,8470199,7461624,4481466,7208668,7314755.6,22,-4.24,0.73,4.13
261,65,85265637,81204504,80890277,73674263,67430799,77693096,39,-4.58,0.43,2.4
282,65,135056217,163153208,132817296,136318801,173157620,148100628.4,76,5.1,0.07,0.38
255,65,10317615,10640483,16216700,10216602,12104552,11899190.4,58,3.25,0.06,0.34
242,65,17169966,12527395,103060249,17972844,81981194,46542329.6,17,36.71,1.51,8.47
249,65,1004488,267090,1129729,1038436,214866,730921.8,38,-26.54,0.02,0.09
245,65,27468176,23223319,28837804,15435566,13243897,21641752.4,50,-13.58,0.09,0.53
272,65,1329500,1637722,1988098,763066,2412757,1626228.6,57,12.66,0.21,1.19
286,65,31245413,16861243,16933157,39971292,43887325,29779686,52,7.03,0.28,1.58
284,65,2698559,2836422,2365798,2515124,3029469,2689074.4,35,2.34,0.15,0.84
254,65,26124105,18865760,30465314,19670411,40358840,27096886,39,9.09,0.43,2.39
281,65,22283229,26327725,24417965,26538359,23507638,24614983.2,65,1.08,0.1,0.56
266,65,4432333,7854524,5934740,5797288,16980617,8199900.4,34,30.82,0.26,1.48
257,65,3926493,5407095,1535412,865708,2179627,2782867,55,-11.11,0.18,0.99
279,65,14046829,19350468,20309375,24504969,35995992,22841526.6,61,20.71,0.14,0.78
267,65,10599791,18013820,8775584,8288373,14472211,12029955.8,39,6.43,0.4,2.23
250,65,2825271,2937719,2039065,3799171,5671492,3454543.6,36,14.95,0.15,0.86
278,65,8669162,9774752,9220400,7014634,7992523,8534294.2,38,-1.61,0.42,2.37
252,65,92569747,27932465,42452474,22973468,26220688,42429768.4,54,-22.3,0.11,0.63
270,65,102238775,88246167,103792082,86319150,78167743,91752783.4,59,-5.23,0.11,0.62
248,65,99018051,93480537,58331904,87822513,63242148,80379030.6,79,-8.58,0.12,0.65
263,65,26494491,27618412,20100968,27186126,19858762,24251751.8,52,-5.6,0.21,1.19
258,65,26398046,31883323,18136738,15465060,12067863,20790206,68,-14.49,0.12,0.66
274,65,4579573,6456270,24430155,6966780,7445485,9975652.6,58,10.21,0.17,0.94
241,65,25555756,18900397,40913720,29605561,24875358,27970158.4,45,-0.54,0.13,0.74
290,65,131556,87382,122505,102214,48381,98407.6,71,-18.13,0,0.03
289,65,49677397,53211488,52488469,57684704,66972398,56006891.2,41,6.16,0.43,2.43
280,65,1548526,2149452,1769592,1705329,1494885,1733556.8,52,-0.7,0.17,0.96
240,65,8342054,18873079,13381543,17317497,14035666,14389967.8,21,10.97,0.31,1.72
259,65,53707589,62410007,63319746,60275000,65647591,61071986.6,38,4.1,0.28,1.56
273,65,51379611,45508057,64000316,42486539,56674289,52009762.4,52,1.98,0.18,1.01
268,65,107529338,106360160,106191130,125389984,118258291,112745780.6,46,1.92,0.4,2.24
256,65,74068332,66024565,61586847,148722039,90008472,88082051,61,3.98,0.15,0.82
283,65,6768956,14160086,8329183,8146076,17242602,10929380.6,42,20.56,0.16,0.89
247,65,73191,5103908,18941044,50356552,78105342,30516007.4,2,303.32,8.39,47.12
253,65,34537133,47395255,49965682,54400065,40246382,45308903.4,34,3.11,0.38,2.16
239,65,7375876,14025664,7352730,7285537,15040029,10215967.2,63,15.32,0.1,0.56
265,65,6878250,14012951,10968394,14242577,15048743,12230183,41,16.95,0.26,1.49
254,156,697465,100344,470900,1069974,260121,519760.8,149,-17.9,0,0.32
279,156,947229,4176878,805454,612610,6249924,2558419,94,45.84,0.02,2.84
245,156,257712,361930,306424,105988,75937,221598.2,158,-21.68,0,0.06
289,156,6864260,6814735,7038298,6225694,4843609,6357319.2,94,-6.74,0.03,3.69
264,156,0,288016,319807,311413,872298,358306.8,53,NA,0.09,10.48
275,156,887004,334975,133990,242140,764669,472555.6,112,-2.92,0,0.51
272,156,2607412,5237376,1256207,3533080,2661025,3059020,54,0.41,0.23,27.45
242,156,226596,198371,149328,56116,241727,174427.6,120,1.3,0,0.52
283,156,441029,292972,415288,687281,495337,466381.4,120,2.35,0,0.54
261,156,375354,437555,116250,862669,865758,531517.2,124,18.19,0.01,0.65
284,156,0,5709,45180,0,62465,22670.8,107,NA,0,0.36
274,156,84642,6322,16412,1196060,9848,262656.8,172,-34.96,0,0.03
281,156,22137675,29691228,433265,561962,671596,10699145.2,142,-50.3,0,0.33
276,156,1322104,848133,1636961,3005097,886895,1539838,159,-7.67,0,0.37
288,156,0,0,0,0,2519,503.8,146,NA,0,0.01
266,156,0,74101,0,265346,13920,70673.4,168,NA,0,0.03
112,156,1817539,2284666,3152714,4687491,3900920,3168666,145,16.5,0.01,1.4
256,156,76989,225481,169339,934927,35935,288534.2,184,-14.13,0,0.01
251,156,9727397,7644223,5293421,12979177,10519541,9232751.8,97,1.58,0.02,2.69
263,156,94056,5399,40808,150000,301056,118263.8,137,26.2,0,0.38
271,156,1374162,303942,2145749,5021109,3606652,2490322.8,112,21.29,0.01,1.73
273,156,733971,471571,219439,300511,802260,505550.4,146,1.8,0,0.3
287,156,1141965,361176,676063,671288,1593012,888700.8,110,6.88,0,0.23
255,156,165084,476468,58545,119044,134008,190629.8,158,-4.09,0,0.08
241,156,100866,28087,95376,387948,295522,181559.8,147,23.98,0,0.18
286,156,2250758,2546103,5466414,6311470,2151516,3745252.2,132,-0.9,0.01,1.63
260,156,55743,122272,3763184,559030,1133534,1126752.6,126,82.66,0,0.44
239,156,414253,110807,359097,49258,190476,224778.2,154,-14.39,0,0.15
257,156,117730,24492,145490,43646,15348,69341.2,160,-33.47,0,0.15
253,156,88896,297799,0,39956,539497,193229.6,113,43.42,0.01,0.61
265,156,3472667,2432745,23779,4003116,2817828,2550027,72,-4.09,0.05,5.84
262,156,602167,4021680,1900414,4877374,1351048,2550536.6,89,17.54,0.01,1.66
243,156,3377080,1666526,2874012,4392641,3356402,3133332.2,161,-0.12,0,0.25
268,156,33269054,37306857,49174202,57475720,17390374,38923241.4,92,-12.17,0.06,6.92
247,156,3800,19660,0,78852,14000,23262.4,162,29.8,0,0.18
269,156,463456,3055892,98525,0,105580,744690.6,100,-25.61,0,0.35
248,156,9784019,3251053,2548399,6145159,10514216,6448569.2,123,1.45,0.02,2.28
252,156,28419,512077,415362,867173,1367505,638107.2,109,117,0.01,0.69
244,156,17752,3000,13302,441534,1446895,384496.6,88,141.12,0.02,2.55
258,156,1760504,2737987,1801593,1993001,4452125,2549042,94,20.39,0.04,5.07
259,156,3674732,247546,879412,204931,480229,1097370,138,-33.44,0,0.24
270,156,1058049,1051545,911059,4302408,2026383,1869888.8,160,13.88,0,0.33
267,156,329373,298589,289299,299064,219873,287239.6,106,-7.76,0.01,0.71
282,156,6700136,5264443,20549459,24617718,18783691,15183089.4,131,22.9,0.01,0.86
275,117,20935,79759,65438,58019,67736,58377.4,169,26.47,0,0.08
239,117,1390664,2349861,1433185,1249733,1546870,1594062.6,115,2.15,0.01,2.16
286,117,419473,134144,140034,249637,123766,213410.8,186,-21.66,0,0.17
261,117,263493,80207,232758,219471,312690,221723.8,157,3.48,0,0.42
268,117,1370046,1823591,1521973,2247412,1506717,1693947.8,147,1.92,0.01,1.08
243,117,1617794,2925568,1368459,1317370,990318,1643901.8,190,-9.35,0,0.14
248,117,34600949,36921788,26558745,25153210,31214428,30889824,92,-2.04,0.06,12.16
256,117,450531,761403,9803718,330229,212856,2311747.4,166,-13.93,0,0.07
279,117,571967,943732,321211,214961,492099,508794,146,-2.96,0,0.4
254,117,130471,46163,0,10491,5097,38444.4,188,-47.72,0,0.01
267,117,23141,0,21323,41928,45719,26422.2,139,14.59,0,0.27
282,117,8331941,7207837,13510910,7378757,7741886,8834266.2,148,-1.46,0,0.64
273,117,3851638,2623360,2692417,1775603,723540,2333311.6,149,-28.42,0,0.49
263,117,374770,129442,18238,90749,81021,138844,159,-26.38,0,0.18
112,117,2507570,1979265,2660422,1929569,3327444,2480854,149,5.82,0.01,2.15
278,117,29000,17135,16474,40003,104319,41386.2,111,29.18,0.01,1.17
270,117,1058729,396932,1114811,1703810,1473338,1149524,165,6.83,0,0.44
245,117,127305,451883,254969,107614,202856,228925.4,139,9.77,0,0.31
285,117,45915,149888,93550,110631,85130,97022.8,45,13.14,0.01,1.27
271,117,472991,516580,658640,784500,179454,522433,179,-17.62,0,0.15
283,117,547593,457803,600446,274399,72992,390646.6,164,-33.17,0,0.14
255,117,262363,166672,269783,110590,142713,190424.2,155,-11.47,0,0.15
246,117,0,0,11051,31540,123286,33175.4,119,NA,0,0.56
289,117,614761,222793,199401,138364,955703,426204.4,134,9.23,0.01,1.31
281,117,1171347,1495761,729025,1139883,906093,1088421.8,137,-5.01,0,0.81
274,117,68494,35630,12759,10717,117325,48985,135,11.36,0,0.56
280,117,32244,25343,3549,17363,8929,17485.6,130,-22.65,0,0.22
262,117,98381,16058,280247,440895,350910,237298.2,120,28.96,0,0.77
260,117,118339,197749,186255,94349,67197,132777.8,182,-10.7,0,0.05
259,117,194757,194427,399127,388943,365615,308573.8,143,13.42,0,0.33
265,117,37021,0,5625,10279,49352,20455.4,151,5.92,0,0.18
252,117,81454,134480,283333,494712,169414,232678.6,155,15.77,0,0.15
287,117,75967,81395,1275186,205678,207124,369070,166,22.21,0,0.05
266,117,47423,30492,35976,37516,5960,31473.4,177,-33.95,0,0.02
253,117,102232,148425,24835,22383,102960,80167,150,0.14,0,0.21
241,117,76294,47142,91479,13694,8102,47342.2,197,-36.14,0,0.01
258,117,909462,141541,122188,53175,142583,273789.8,170,-30.97,0,0.29
251,117,694830,497262,754382,721318,985182,730594.8,161,7.23,0,0.45
277,117,3508463,3658554,3152062,3228664,3122096,3333967.8,70,-2.31,0.02,3.45
284,117,5298,0,0,12538,5000,4567.2,146,-1.15,0,0.05
276,117,1508502,1346736,2786779,19726254,1558139,5385282,145,0.65,0.01,1.18
240,117,0,0,0,0,95040,19008,72,NA,0,0.44
272,117,0,0,0,10427,60277,14140.8,117,NA,0.01,1.12
242,117,12856,43424,18783,51475,34731,32253.8,146,21.99,0,0.14
244,117,87151,118419,93033,2620,218873,104019.2,146,20.22,0,0.69
248,27,1705450587,1642245452,1588300746,1528757901,1571084834,1607167904,11,-1.63,2.88,4.75
249,27,41883,5957,47208,12756,27277,27016.2,71,-8.22,0,0
242,27,25127202,22824180,35306310,26480101,30217043,27990967.2,43,3.76,0.56,0.92
255,27,29153262,41016042,45126030,37134379,41424551,38770852.8,37,7.28,0.21,0.34
287,27,20446677,20425761,26646277,26082996,38948392,26510020.6,66,13.76,0.05,0.08
270,27,375622960,360304498,266595891,242789883,217819747,292626595.8,32,-10.33,0.31,0.5
251,27,141797632,146778002,163642910,152305403,202211300,161347049.4,35,7.36,0.44,0.72
271,27,247856155,280707375,291863135,256301397,339434812,283232574.8,17,6.49,1.38,2.28
263,27,17898323,22185139,19005547,22254322,24843846,21237435.4,44,6.78,0.26,0.43
257,27,23725299,3353425,3738004,12457043,13221711,11299096.4,20,-11.04,1.07,1.77
247,27,2822704,148916,369111,760601,846769,989620.2,42,-21.4,0.09,0.15
264,27,1287294,395940,667630,153052,2619439,1024671,36,15.27,0.27,0.44
254,27,31146805,41682106,29495363,57240338,45175109,40947944.2,36,7.72,0.48,0.78
112,27,279268852,380371292,340171218,384843028,299683122,336867502.4,28,1.42,0.91,1.5
245,27,119071596,130630024,130466775,129389301,122827927,126477124.6,20,0.62,0.88,1.44
244,27,6497479,11860825,9040312,11843150,13127279,10473809,47,15.1,0.2,0.32
269,27,1886447,5926878,3826020,3296851,2510233,3489285.8,44,5.88,0.07,0.12
272,27,16606063,34423714,34189808,31879061,12876856,25995100.4,22,-4.96,1.13,1.86
279,27,93473181,151965072,121850686,201854058,144507137,142730026.8,31,9.1,0.56,0.92
288,27,1316008,1731512,5409321,1440351,10284780,4036394.4,41,50.86,0.19,0.31
286,27,127293454,122611757,84977369,168837612,162528918,133249822,26,5.01,1.04,1.72
268,27,98993396,174836990,260772210,155919166,118680296,161840411.6,45,3.69,0.4,0.66
256,27,684410263,786153965,737610366,730479920,792999859,746330874.6,22,2.99,1.29,2.13
261,27,37295166,38146249,42627690,32677953,33123955,36774202.6,46,-2.34,0.21,0.35
280,27,1451986,6270611,5158082,3165914,3275212,3864361,38,17.67,0.37,0.61
278,27,38178750,46049217,60864024,44333897,59819030,49848983.6,12,9.4,3.16,5.21
283,27,17092230,17783881,23139989,24682982,12459400,19031696.4,46,-6.13,0.11,0.19
290,27,2512692,4435000,4738789,4164053,2319665,3634039.8,36,-1.59,0.23,0.37
240,27,591716,415016,135046,63557,86960,258459,76,-31.85,0,0
277,27,515121383,478974529,471090011,603073835,888019546,591255860.8,9,11.51,4.62,7.61
281,27,77002644,79336465,84451242,104733674,116662445,92437294,34,8.66,0.49,0.81
266,27,4828696,11248028,8495747,5286983,5387809,7049452.6,51,2.22,0.08,0.14
276,27,173113464,244393944,209063308,235047501,216511000,215625843.4,25,4.58,0.77,1.27
250,27,2591276,3177067,3918314,3474170,6284275,3889020.4,34,19.38,0.17,0.28
253,27,11506882,17336567,22932887,17829044,19992013,17919478.6,52,11.68,0.19,0.31
265,27,26780526,24189730,22079574,20570606,32690739,25262235,26,4.07,0.57,0.95
282,27,808157245,1019486577,1004453016,989404052,1253248183,1014949814.6,33,9.17,0.49,0.8
285,27,47690724,55031191,20001479,29692391,203553202,71193797.4,2,33.67,14.35,23.66
241,27,5821860,8608221,12337960,15050823,13301424,11024057.6,55,17.97,0.07,0.12
284,27,828012,489269,3504687,3898795,2883331,2320818.8,36,28.34,0.14,0.23
273,27,70628140,48992305,40609211,53996010,46949870,52235107.2,56,-7.84,0.15,0.25
252,27,24126600,32197870,23422132,26865012,26896004,26701523.6,53,2.2,0.12,0.19
262,27,46629806,142446448,62126347,59006164,35133094,69068371.8,40,-5.5,0.37,0.6
239,27,72029690,109075685,108728023,135542322,103481480,105771440,25,7.52,0.68,1.12
259,27,46949012,45651344,37476326,86267319,120414826,67351765.4,30,20.73,0.51,0.84
258,27,20857443,11406976,11733536,21768577,19709365,17095179.4,57,-1.13,0.19,0.31
